sample,label
NR_146146_____1|1468|same,0
NR_003286_____4|1481|same,0
ENST00000544983_____1|127|same,0
enhancer__chr11___62853176____62855776_neg|2384|same,0
NR_146152_____1|1764|diff,1
NR_146117_____1|5371|same,0
NR_003286_____4|1724|same,0
NR_146144_____1|11817|diff,1
NR_146154_____1|3918|diff,1
NR_145820_____1|1760|same,0
NR_146119_____1|1755|same,0
NR_146146_____1|1304|same,0
NR_146152_____1|1320|same,0
NR_146117_____1|5163|diff,1
NR_145819_____1|9235|diff,1
NR_146117_____1|11966|same,0
NR_146119_____1|1305|same,0
NR_046235_____3|9416|diff,1
NR_003286_____4|1304|same,0
NR_145819_____1|1055|same,0
enhancer__chr8___103081420____103085220_pos|2022|same,0
NR_146151_____1|1908|diff,1
NR_146154_____1|3657|same,0
NR_003287_____4|3672|same,0
ENST00000361390_____2|214|same,0
NR_146144_____1|11557|same,0
NR_146148_____1|3657|same,0
NR_146151_____1|11547|same,0
NR_146151_____1|11906|same,0
NR_145819_____1|11593|same,0
NR_145822_____1|3669|same,0
NR_146117_____1|11610|same,0
NR_146118_____1|3679|same,0
NR_046235_____3|11596|same,0
NR_146148_____1|4015|same,0
NR_003287_____4|4030|same,0
NR_146144_____1|7145|diff,1
NR_145819_____1|12190|same,0
ENST00000624919_____1|11292|same,0
ENST00000600213_____3|760|same,0
enhancer__chr11___1991218____1999618_neg|4095|diff,1
NR_146151_____1|9692|same,0
NR_145819_____1|9736|same,0
NR_146144_____1|9707|same,0
NR_146117_____1|9742|same,0
NR_046235_____3|7806|same,0
NR_046235_____3|9735|same,0
enhancer__chr5___72194661____72214061_pos|11348|diff,1
NR_146144_____1|4605|same,0
NR_146151_____1|12087|same,0
NR_146152_____1|1469|same,0
NR_145819_____1|4608|same,0
NR_146117_____1|9253|diff,1
NR_046235_____3|6457|same,0
NR_046235_____3|12143|diff,1
ENST00000536684_____2|1116|same,0
NR_146144_____1|12097|same,0
NR_146151_____1|4589|same,0
NR_146117_____1|4615|same,0
NR_146117_____1|5683|same,0
NR_146117_____1|12159|diff,1
NR_146118_____1|1314|same,0
NR_046235_____3|4612|same,0
G033992__chr17___22520709____22523110_pos|2164|same,0
NR_146144_____1|423|same,0
NR_146148_____1|4205|same,0
NR_146151_____1|424|same,0
NR_146151_____1|4030|same,0
NR_146154_____1|4197|same,0
NR_145819_____1|424|same,0
NR_145819_____1|2682|diff,1
NR_145819_____1|4053|same,0
NR_145819_____1|12142|diff,1
NR_145822_____1|4210|same,0
NR_146117_____1|424|same,0
NR_146118_____1|4219|same,0
NR_046235_____3|9246|diff,1
NR_003287_____4|4220|same,0
ENST00000487010_____1|1454|diff,1
ENST00000361739_____1|456|same,0
NR_146144_____1|12907|same,0
NR_146151_____1|12899|same,0
NR_145819_____1|12421|same,0
NR_145819_____1|12870|same,0
NR_145822_____1|1322|same,0
NR_146117_____1|12438|same,0
NR_146117_____1|12887|same,0
NR_046235_____3|4054|same,0
NR_046235_____3|12425|same,0
NR_046235_____3|12874|same,0
G004418__chr1___145982791____146044553_pos|52896|same,0
G069974__chr6___26730213____26743593_pos|393|same,0
enhancer__chr6___27649863____27655663_pos|2931|same,0
enhancer__chr14___95523357____95535557_neg|1927|same,0
NR_146144_____1|12385|same,0
NR_146146_____1|973|same,0
NR_146148_____1|4485|same,0
NR_146151_____1|12376|same,0
NR_146154_____1|4485|same,0
NR_145822_____1|937|same,0
NR_145822_____1|4497|same,0
NR_146118_____1|4507|same,0
NR_003287_____4|4501|same,0
ENST00000450451_____1|1860|same,0
ENST00000517961_____3|73|same,0
ENST00000554988_____1|571|same,0
ENST00000567527_____1|1137|same,0
ENST00000486575_____1|1395|same,0
ENST00000396384_____1|1654|same,0
ENST00000361453_____3|359|same,0
ENST00000514318_____1|266|same,0
T343480|9217|same,0
enhancer__chr16___89560990____89561790_pos|438|same,0
enhancer__chr6___4422768____4429968_pos|5276|same,0
enhancer__chr11___1991218____1999618_neg|2008|same,0
NR_146144_____1|10686|same,0
NR_145820_____1|1508|same,0
NR_146119_____1|1508|diff,1
NR_046235_____3|4429|same,0
NR_003286_____4|976|same,0
promoter__chr3___42889300____42890100_pos|661|same,0
promoter__chr11___68452380____68460580_neg|350|same,0
NR_146144_____1|6664|same,0
NR_146144_____1|12200|diff,1
NR_146151_____1|6652|same,0
NR_146151_____1|12191|diff,1
NR_145819_____1|6681|same,0
NR_146117_____1|6684|same,0
NR_146117_____1|13069|same,0
NR_046235_____3|6681|same,0
ENST00000437992_____2|284|same,0
ENST00000618718_____1|793|same,0
ENST00000465184_____1|345|same,0
G026384__chr14___105112863____105126471_neg|2685|same,0
promoter__chr13___26272263____26274663_pos|207|same,0
promoter__chr11___2132218____2132618_neg|160|same,0
enhancer__chr11___62853176____62855776_neg|1828|diff,1
enhancer__chr16___22195277____22197877_neg|2077|same,0
enhancer__chr17___8119832____8122032_neg|1632|same,0
enhancer__chr3___51693704____51708504_neg|14000|same,0
enhancer__chr5___181185388____181190188_neg|1255|same,0
enhancer__chr6___27771263____27773663_neg|1292|same,0
NR_146144_____1|4420|same,0
NR_146151_____1|4408|same,0
NR_146152_____1|973|same,0
NR_145820_____1|976|same,0
NR_146117_____1|10062|same,0
NR_146119_____1|977|same,0
ENST00000366365_____2|236|same,0
ENST00000584056_____1|427|same,0
ENST00000570382_____1|159|same,0
ENST00000361789_____2|679|diff,1
ENST00000361624_____2|689|same,0
ENST00000458938_____2|21|same,0
ENST00000627253_____1|21|same,0
T059327|2807|same,0
T059327|2853|same,0
T253867|4877|same,0
G033992__chr17___8100551____8128648_pos|20368|same,0
G033557__chr17___22525330____22528852_neg|1773|same,0
promoter__chr16___3188998____3189998_pos|628|same,0
promoter__chr16___3183598____3185398_neg|1187|same,0
promoter__chr17___8220232____8224432_neg|2118|same,0
promoter__chr4___82892599____82895999_neg|104|same,0
enhancer__chr15___78860148____78860748_pos|409|same,0
enhancer__chr11___66564977____66574377_neg|6447|same,0
enhancer__chr7___64990952____64992352_neg|801|same,0
NR_145819_____1|967|diff,1
NR_145819_____1|7175|diff,1
ENST00000508493_____1|186|same,0
ENST00000361390_____2|322|same,0
ENST00000540040_____2|1376|same,0
G066586__chr5___86362259____86380595_neg|7702|same,0
promoter__chr12___97871160____97877960_neg|1796|same,0
enhancer__chr2___188984184____188985984_pos|695|same,0
enhancer__chr13___44916465____44918865_neg|860|same,0
enhancer__chr8___144788207____144792807_neg|2978|diff,1
LSU____rRNA_Hsa__chr10___49702990____49703373_neg|39|same,0
NR_145819_____1|3654|same,0
NR_145819_____1|7923|same,0
NR_145820_____1|1020|same,0
NR_146117_____1|4437|diff,1
NR_146119_____1|1020|same,0
NR_146120_____1|81|same,0
NR_003286_____4|1022|same,0
ENST00000462527_____2|813|same,0
ENST00000407067_____1|542|same,0
ENST00000497519_____1|730|same,0
ENST00000322002_____4|728|diff,1
ENST00000361739_____1|375|same,0
ENST00000361390_____2|505|same,0
promoter__chr16___3157997____3160197_pos|919|same,0
promoter__chr7___149308643____149312043_pos|1540|same,0
enhancer__chr1___32039025____32039625_pos|450|same,0
enhancer__chr2___44270253____44271253_pos|701|same,0
NR_146144_____1|7899|same,0
NR_146151_____1|7890|same,0
NR_146117_____1|7930|same,0
NR_146117_____1|12257|diff,1
NR_046235_____3|7923|same,0
ENST00000602755_____1|343|same,0
ENST00000561773_____1|310|same,0
ENST00000572383_____1|182|same,0
ENST00000495810_____1|282|same,0
ENST00000437992_____2|337|same,0
ENST00000362079_____2|80|same,0
ENST00000600213_____3|221|same,0
ENST00000362477_____1|55|same,0
promoter__chr11___9427501____9430901_pos|1265|same,0
enhancer__chr11___27483901____27489301_pos|69|same,0
NR_146151_____1|541|same,0
ENST00000467957_____1|557|same,0
ENST00000619601_____1|811|same,0
ENST00000546642_____1|461|same,0
ENST00000473525_____1|175|same,0
ENST00000536684_____2|403|same,0
ENST00000540040_____2|213|same,0
T110092|2109|diff,1
G033992__chr17___22520709____22523110_pos|1401|same,0
promoter__chr11___125618285____125619485_pos|88|same,0
promoter__chr6___26554814____26555814_pos|447|same,0
promoter__chr5___181239988____181242188_neg|593|same,0
enhancer__chr2___226714996____226724796_pos|7346|same,0
enhancer__chr4___169004899____169005499_pos|349|same,0
enhancer__chr5___132179709____132181909_pos|1064|same,0
enhancer__chr1___159140962____159142162_neg|470|same,0
enhancer__chr13___44916465____44918865_neg|905|same,0
SSU____rRNA_Hsa__chr22___11629545____11631288_pos|1383|diff,1
NR_146151_____1|12037|same,0
NR_145819_____1|6421|same,0
NR_146117_____1|12103|same,0
NR_046235_____3|9654|same,0
NR_046235_____3|10613|same,0
NR_046235_____3|12089|same,0
ENST00000563103_____1|220|same,0
ENST00000563151_____1|1251|diff,1
ENST00000464916_____1|529|same,0
ENST00000495394_____1|796|same,0
ENST00000361381_____2|1034|diff,1
enhancer__chr3___122661373____122661773_pos|141|same,0
enhancer__chr6___31836265____31842465_pos|1203|same,0
enhancer__chr9___126431079____126435679_pos|3801|same,0
enhancer__chr11___13322701____13328501_neg|2213|same,0
NR_146151_____1|2926|same,0
NR_146151_____1|10570|same,0
NR_146118_____1|1078|same,0
NR_046235_____3|10683|diff,1
ENST00000554988_____1|423|same,0
ENST00000456859_____2|639|same,0
ENST00000361624_____2|1304|diff,1
G004492__chr1___145148375____145169518_pos|12724|same,0
G004258__chr1___148279544____148286961_pos|1892|diff,1
G004492__chr1___148279544____148286961_pos|1892|same,0
G004418__chr1___148279544____148286961_pos|1892|diff,1
G004397__chr1___148279544____148286961_pos|1892|same,0
enhancer__chr19___14070588____14071188_pos|543|same,0
enhancer__chr13___30668863____30676463_neg|2420|same,0
enhancer__chr9___35657203____35663203_neg|5183|same,0
LSU____rRNA_Hsa__chr3___179779555____179779718_pos|81|diff,1
LSU____rRNA_Hsa__chrM___2589____2745_pos|30|same,0
NR_146148_____1|4308|diff,1
NR_146151_____1|3807|same,0
NR_146151_____1|10635|diff,1
NR_146117_____1|10201|same,0
NR_146117_____1|10689|diff,1
NR_046235_____3|10195|same,0
ENST00000568314_____1|461|same,0
ENST00000610159_____1|645|same,0
ENST00000331825_____10|417|diff,1
ENST00000418738_____2|334|same,0
ENST00000361381_____2|1124|same,0
ENST00000600213_____3|970|diff,1
promoter__chr22___45543323____45543923_pos|145|same,0
promoter__chr6___27558863____27565863_pos|3316|same,0
promoter__chr6___27279863____27282063_neg|1715|same,0
enhancer__chr21___44321620____44324220_pos|2505|same,0
enhancer__chr1___8865367____8871567_neg|4402|same,0
enhancer__chr16___3181398____3183798_neg|1069|same,0
enhancer__chr7___5527717____5529717_neg|964|same,0
NR_146144_____1|12059|same,0
NR_145819_____1|10195|same,0
NR_146119_____1|651|same,0
ENST00000315707_____3|597|same,0
ENST00000517961_____3|137|same,0
ENST00000563103_____1|147|same,0
ENST00000602361_____1|110|same,0
ENST00000573083_____1|696|same,0
ENST00000408493_____2|96|same,0
enhancer__chr6___134256676____134258676_pos|435|same,0
enhancer__chr5___80651669____80651869_neg|71|same,0
enhancer__chr9___14431202____14435402_neg|1390|same,0
NR_146144_____1|9082|same,0
NR_146146_____1|175|same,0
NR_146151_____1|935|diff,1
NR_146151_____1|10148|same,0
NR_146152_____1|176|same,0
NR_146152_____1|651|same,0
NR_145819_____1|13049|same,0
NR_145820_____1|105|same,0
NR_146119_____1|108|same,0
NR_046235_____3|10079|diff,1
NR_046235_____3|12247|diff,1
NR_003286_____4|176|same,0
NR_003287_____4|4323|diff,1
ENST00000583516_____1|1171|diff,1
ENST00000565907_____1|350|diff,1
ENST00000488858_____1|361|diff,1
ENST00000491494_____1|58|same,0
ENST00000363286_____1|52|same,0
G004418__chr1___145112696____145139985_pos|16540|same,0
enhancer__chr3___184327624____184339624_pos|7123|same,0
enhancer__chr4___153292548____153295948_pos|955|same,0
enhancer__chr12___108852165____108853165_neg|445|same,0
enhancer__chr14___21231161____21235361_neg|1176|same,0
NR_146148_____1|2260|same,0
NR_146151_____1|9071|same,0
NR_145819_____1|5846|same,0
NR_145819_____1|9071|same,0
NR_145819_____1|12096|same,0
NR_146117_____1|9079|same,0
NR_146118_____1|4332|diff,1
ENST00000530422_____1|284|same,0
ENST00000530170_____1|336|same,0
ENST00000550595_____1|314|same,0
enhancer__chr20___8697153____8700553_pos|538|same,0
enhancer__chr8___1130186____1132186_pos|734|same,0
LSU____rRNA_Hsa__chr8___69690013____69690385_neg|290|same,0
NR_146144_____1|10581|same,0
NR_146148_____1|2683|same,0
NR_146151_____1|10035|diff,1
NR_146154_____1|3021|same,0
NR_145819_____1|10616|same,0
NR_145822_____1|4322|diff,1
NR_146117_____1|10621|same,0
NR_146118_____1|1147|same,0
NR_146118_____1|2692|same,0
NR_003287_____4|2271|same,0
NR_003287_____4|2694|same,0
ENST00000574245_____1|651|same,0
ENST00000624929_____1|832|same,0
ENST00000638312_____1|1385|same,0
ENST00000384034_____2|37|same,0
ENST00000410344_____1|90|same,0
promoter__chr11___117281064____117284064_pos|2020|same,0
promoter__chr17___8176032____8187032_pos|10888|diff,1
enhancer__chr8___90508820____90513220_pos|2390|diff,1
enhancer__chr1___173867016____173868416_neg|709|diff,1
SSU____rRNA_Hsa__chr20___29298297____29300157_neg|1373|diff,1
NR_146144_____1|2682|same,0
NR_146148_____1|1189|same,0
NR_146154_____1|4310|diff,1
NR_145819_____1|10082|diff,1
NR_146117_____1|11310|same,0
NR_046235_____3|729|same,0
ENST00000233143_____5|342|same,0
ENST00000619601_____1|608|same,0
ENST00000349379_____5|382|same,0
ENST00000515742_____1|161|same,0
ENST00000361390_____2|376|same,0
ENST00000361899_____2|241|same,0
ENST00000620268_____1|87|same,0
ENST00000616345_____1|87|same,0
G004492__chr1___145982791____146044553_pos|56660|diff,1
enhancer__chr1___40999554____41002754_pos|581|same,0
enhancer__chr1___27910515____27918115_neg|1976|same,0
enhancer__chr16___89360790____89361590_neg|266|same,0
MIRc__chr2___120793847____120793996_pos|95|same,0
NR_146144_____1|10049|diff,1
NR_146151_____1|7707|same,0
NR_146151_____1|12743|same,0
NR_145819_____1|2425|same,0
NR_146117_____1|7746|same,0
NR_146118_____1|3378|same,0
NR_046235_____3|7451|same,0
NR_003287_____4|3375|same,0
ENST00000544983_____1|509|same,0
ENST00000582965_____1|138|same,0
ENST00000583062_____1|392|same,0
ENST00000411315_____1|88|same,0
enhancer__chr12___6938715____6939515_pos|72|same,0
enhancer__chr15___94735763____94737963_pos|1330|same,0
enhancer__chr16___14285941____14286941_pos|31|same,0
enhancer__chr11___1991218____1999618_neg|2495|same,0
enhancer__chr12___57751283____57752483_neg|945|same,0
enhancer__chr17___82490840____82494840_neg|104|diff,1
NR_146144_____1|7429|same,0
NR_146144_____1|8831|same,0
NR_146146_____1|786|diff,1
NR_003287_____4|2159|same,0
ENST00000565336_____1|466|diff,1
ENST00000605533_____1|237|same,0
ENST00000555572_____1|1082|same,0
ENST00000600238_____1|164|diff,1
ENST00000601306_____1|381|same,0
ENST00000473525_____1|112|same,0
ENST00000486520_____1|2036|diff,1
ENST00000615164_____2|416|same,0
ENST00000411404_____1|88|same,0
G087360__chrM___9934____14148_neg|550|diff,1
promoter__chr1___229296807____229297807_pos|752|same,0
promoter__chr5___140710047____140712847_pos|1298|diff,1
enhancer__chr22___29656011____29659211_pos|1935|same,0
enhancer__chr22___46679375____46681375_pos|1168|same,0
enhancer__chr13___30668863____30676463_neg|2486|diff,1
enhancer__chr6___27662663____27671263_neg|675|same,0
NR_146148_____1|4161|same,0
NR_146151_____1|4375|same,0
NR_146154_____1|583|same,0
NR_145819_____1|6269|same,0
NR_145819_____1|11051|diff,1
NR_146117_____1|4402|same,0
NR_146118_____1|4170|same,0
NR_003287_____4|4173|same,0
ENST00000586231_____1|1430|same,0
ENST00000461832_____1|521|same,0
ENST00000484616_____2|99|same,0
ENST00000579741_____1|343|same,0
ENST00000527517_____1|547|same,0
ENST00000356476_____2|166|same,0
ENST00000635200_____1|617|same,0
ENST00000363593_____1|31|same,0
ENST00000410695_____1|78|diff,1
ENST00000613956_____1|90|same,0
enhancer__chr2___216130987____216144387_pos|10227|same,0
enhancer__chr11___1991218____1999618_neg|3073|diff,1
NR_146144_____1|10753|same,0
NR_146154_____1|859|same,0
NR_145819_____1|10788|same,0
NR_145822_____1|2864|same,0
ENST00000244020_____4|810|same,0
ENST00000396384_____1|1407|diff,1
G004418__chr1___145148375____145169518_pos|8774|same,0
G071383__chr6___57797734____57823497_pos|25290|same,0
G078490__chr7___130265007____130296701_neg|2930|same,0
promoter__chr1___16740331____16742331_pos|330|same,0
promoter__chr7___148941042____148941642_pos|494|same,0
