sample,label
G033992__chr17___22520709____22523110_pos|1906|diff,1
NR_146151_____1|9368|diff,1
ENST00000395788_____3|232|same,0
NR_146117_____1|5380|same,0
NR_146146_____1|854|same,0
NR_146152_____1|858|same,0
NR_003286_____4|865|same,0
ENST00000361390_____2|194|same,0
NR_146144_____1|5148|diff,1
NR_145820_____1|878|same,0
NR_146144_____1|11817|same,0
NR_146151_____1|12085|same,0
NR_145819_____1|12130|same,0
NR_146119_____1|879|same,0
NR_145819_____1|11855|diff,1
NR_046235_____3|12133|same,0
NR_146144_____1|9389|diff,1
NR_146154_____1|1485|diff,1
NR_146151_____1|8804|same,0
NR_145819_____1|9419|diff,1
NR_146117_____1|9426|diff,1
NR_003287_____4|3934|same,0
NR_145819_____1|1140|same,0
NR_046235_____3|9420|diff,1
NR_146144_____1|12094|same,0
NR_146154_____1|910|same,0
NR_146148_____1|1493|diff,1
NR_003287_____4|1498|diff,1
ENST00000600213_____3|949|diff,1
NR_145822_____1|1499|diff,1
NR_146117_____1|12151|same,0
NR_146118_____1|1499|diff,1
ENST00000361390_____2|730|diff,1
NR_146144_____1|9699|same,0
NR_146151_____1|9692|same,0
NR_145819_____1|9735|same,0
NR_145819_____1|12421|same,0
NR_146117_____1|9739|same,0
NR_146117_____1|11309|same,0
NR_146118_____1|3377|same,0
NR_046235_____3|9728|same,0
NR_046235_____3|12424|same,0
ENST00000623279_____1|3228|same,0
NR_146146_____1|1470|same,0
NR_145819_____1|11706|same,0
NR_145822_____1|3937|diff,1
NR_146117_____1|11878|diff,1
NR_046235_____3|11718|same,0
NR_146144_____1|11264|same,0
NR_146151_____1|11252|same,0
NR_146151_____1|12501|same,0
NR_145819_____1|11300|same,0
enhancer__chr6___27649863____27655663_pos|2926|diff,1
NR_146148_____1|3364|same,0
NR_146154_____1|3361|same,0
NR_145819_____1|2183|same,0
NR_145819_____1|12550|same,0
NR_145820_____1|1505|same,0
NR_145822_____1|1812|same,0
NR_145822_____1|3376|same,0
NR_146117_____1|4817|same,0
NR_046235_____3|11301|same,0
NR_003286_____4|1470|same,0
NR_003287_____4|1804|same,0
NR_003287_____4|3376|same,0
ENST00000604952_____1|1294|same,0
promoter__chrX___86158884____86161684_neg|358|diff,1
NR_146144_____1|4892|same,0
NR_146144_____1|12385|same,0
NR_146144_____1|12538|same,0
NR_145819_____1|423|same,0
NR_145822_____1|2405|same,0
NR_146117_____1|12438|same,0
NR_046235_____3|4903|same,0
NR_046235_____3|12577|same,0
NR_003287_____4|4500|same,0
G033992__chr17___8100551____8128648_pos|18644|same,0
LSU____rRNA_Hsa__chr1___107570449____107571011_neg|159|same,0
NR_146144_____1|424|same,0
NR_146151_____1|424|same,0
NR_146152_____1|1505|same,0
NR_145819_____1|5679|same,0
NR_145819_____1|12943|diff,1
NR_146117_____1|424|same,0
NR_146117_____1|12591|same,0
NR_146119_____1|1505|same,0
NR_046235_____3|423|same,0
ENST00000618589_____1|216|same,0
ENST00000303910_____4|173|same,0
NR_146144_____1|5665|same,0
NR_146151_____1|12036|same,0
NR_145819_____1|6464|diff,1
NR_145819_____1|12064|same,0
NR_145822_____1|4206|same,0
NR_145822_____1|4497|same,0
NR_146118_____1|1322|diff,1
NR_046235_____3|12085|same,0
NR_146144_____1|2685|diff,1
NR_146148_____1|4196|same,0
NR_146148_____1|4485|same,0
NR_146154_____1|4194|same,0
NR_146154_____1|4485|same,0
NR_145819_____1|2685|diff,1
NR_146117_____1|2685|diff,1
NR_146118_____1|4228|same,0
NR_146118_____1|4507|same,0
NR_046235_____3|2685|diff,1
ENST00000554988_____1|571|same,0
ENST00000567527_____1|1144|same,0
ENST00000514318_____1|266|same,0
G033992__chr17___2128649____2192657_pos|60292|same,0
promoter__chr3___42889300____42890100_pos|660|same,0
enhancer__chr1___114536333____114536533_pos|113|diff,1
enhancer__chr6___4422768____4429968_pos|5277|same,0
NR_146118_____1|939|same,0
ENST00000602573_____1|130|same,0
ENST00000495810_____1|248|same,0
G087360__chrM___9934____14148_neg|190|same,0
promoter__chr11___2132218____2132618_neg|307|same,0
enhancer__chr3___51693704____51708504_neg|14000|same,0
NR_146144_____1|6664|same,0
NR_146151_____1|6652|same,0
NR_146151_____1|12191|diff,1
NR_145819_____1|6681|same,0
NR_146117_____1|6684|same,0
NR_046235_____3|1461|diff,1
NR_046235_____3|6681|same,0
ENST00000570382_____1|159|same,0
ENST00000361681_____2|99|diff,1
T343480|9218|same,0
G033992__chr17___17242886____17295093_pos|452|same,0
promoter__chr11___125618285____125619485_pos|90|same,0
enhancer__chr14___106632316____106641164_pos|4352|same,0
enhancer__chr14___95523357____95535557_neg|1928|same,0
enhancer__chr17___8119832____8122032_neg|1632|same,0
NR_146151_____1|3730|same,0
NR_146151_____1|4939|same,0
NR_145820_____1|1020|diff,1
NR_146117_____1|10069|same,0
NR_046235_____3|10060|same,0
ENST00000499525_____1|505|same,0
ENST00000361789_____2|679|same,0
T059327|2807|same,0
T059327|2853|same,0
T253867|4877|same,0
G004418__chr1___145982791____146044553_pos|56603|same,0
G026384__chr14___105112863____105126471_neg|2685|same,0
G087360__chrM___9934____14148_neg|1301|diff,1
promoter__chr16___3188998____3189998_pos|628|same,0
promoter__chr11___10898901____10903101_neg|180|same,0
promoter__chr16___3183598____3185398_neg|1187|same,0
promoter__chr17___8220232____8224432_neg|2157|same,0
enhancer__chr2___147262292____147274492_pos|2927|same,0
enhancer__chr11___66564977____66574377_neg|6447|same,0
enhancer__chr13___44916465____44918865_neg|860|same,0
NR_146144_____1|2205|diff,1
NR_146117_____1|3657|diff,1
NR_046235_____3|3750|same,0
ENST00000366365_____2|235|same,0
ENST00000568314_____1|534|same,0
ENST00000371554_____2|1828|same,0
ENST00000467867_____1|885|same,0
ENST00000621411_____1|238|same,0
T110092|2106|same,0
T288100|2950|same,0
G004258__chr1___145982791____146044553_pos|56603|same,0
G033992__chr17___8100551____8128648_pos|25187|same,0
promoter__chr1___16859531____16861731_pos|708|same,0
promoter__chr12___97871160____97877960_neg|1796|same,0
promoter__chr4___82892599____82895999_neg|105|same,0
enhancer__chr1___147174840____147178840_pos|3615|same,0
enhancer__chr15___78860148____78860748_pos|409|same,0
enhancer__chr2___42269652____42291252_pos|14997|same,0
enhancer__chr9___137640506____137644306_pos|597|same,0
enhancer__chr8___144788207____144792807_neg|2976|diff,1
ENST00000497519_____1|730|same,0
ENST00000623354_____1|884|same,0
ENST00000536684_____2|224|same,0
ENST00000458938_____2|21|same,0
G066586__chr5___86362259____86380595_neg|7702|same,0
promoter__chr16___3157997____3160197_pos|919|same,0
promoter__chr11___68452380____68460580_neg|354|same,0
enhancer__chr13___47761063____47771663_pos|2395|same,0
enhancer__chr3___122661373____122661773_pos|136|same,0
enhancer__chr11___62853176____62855776_neg|2383|same,0
enhancer__chr7___131503361____131504761_neg|753|same,0
LSU____rRNA_Hsa__chr10___49702990____49703373_neg|40|same,0
NR_146118_____1|3120|diff,1
ENST00000563151_____1|1249|diff,1
ENST00000585822_____1|87|same,0
ENST00000602755_____1|343|same,0
ENST00000513102_____1|287|same,0
ENST00000538451_____1|1192|same,0
G033992__chr17___8100551____8128648_pos|20369|same,0
promoter__chr7___148941042____148941642_pos|445|same,0
enhancer__chr6___27771263____27773663_neg|1292|same,0
NR_146151_____1|10018|same,0
NR_146119_____1|654|same,0
ENST00000562594_____2|37|same,0
ENST00000361567_____2|897|same,0
G033992__chr17___22520709____22523110_pos|1401|same,0
G084717__chr9___63918309____64082428_pos|129889|same,0
promoter__chr1___21471133____21475133_pos|3728|same,0
enhancer__chr2___226714996____226724796_pos|7346|same,0
enhancer__chr5___132179709____132181909_pos|1064|same,0
enhancer__chr1___30967579____31009179_neg|40944|same,0
enhancer__chr11___13322701____13328501_neg|2213|same,0
enhancer__chr11___62853176____62855776_neg|1827|same,0
enhancer__chr13___44916465____44918865_neg|905|same,0
enhancer__chr2___88229451____88230451_neg|787|same,0
enhancer__chrX___154357044____154359444_neg|889|same,0
NR_146144_____1|541|same,0
NR_146144_____1|12048|same,0
NR_146148_____1|1069|same,0
NR_146151_____1|541|same,0
NR_146151_____1|6236|same,0
NR_146151_____1|13005|same,0
NR_146152_____1|651|same,0
NR_145819_____1|541|same,0
NR_145819_____1|4435|diff,1
NR_145820_____1|667|same,0
NR_145822_____1|4141|same,0
NR_146117_____1|541|same,0
NR_146117_____1|1160|diff,1
NR_046235_____3|4436|diff,1
NR_046235_____3|12244|diff,1
NR_003286_____4|655|same,0
NR_003287_____4|1055|same,0
NR_003287_____4|4143|same,0
ENST00000488425_____1|789|same,0
ENST00000451310_____1|519|same,0
ENST00000361390_____2|317|diff,1
ENST00000536684_____2|1131|diff,1
ENST00000581305_____1|126|same,0
ENST00000384384_____1|21|same,0
G004492__chr1___148279544____148286961_pos|1892|same,0
promoter__chr6___26554814____26555814_pos|449|same,0
promoter__chr19___3982002____3983402_neg|1122|diff,1
promoter__chr6___28655465____28660065_neg|1752|same,0
enhancer__chr1___161611362____161616762_pos|1349|same,0
enhancer__chr11___66344977____66366577_pos|3138|same,0
enhancer__chr1___109314132____109315932_neg|1441|same,0
enhancer__chr6___27720663____27725263_neg|4058|same,0
NR_146144_____1|1940|diff,1
NR_146151_____1|1161|diff,1
NR_146151_____1|4413|diff,1
NR_146151_____1|9069|same,0
NR_145819_____1|11040|same,0
NR_145819_____1|12243|diff,1
NR_146117_____1|12100|same,0
NR_146117_____1|12257|diff,1
NR_046235_____3|6265|same,0
NR_046235_____3|6345|diff,1
ENST00000568314_____1|461|same,0
ENST00000366683_____3|515|same,0
ENST00000361624_____2|865|same,0
